Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Etiquetas,Etiquetas,Etiquetas,Etiquetas,Etiquetas,Etiquetas,Descripción,Entorno,Interesados,Interesados,ID de los interesados,ID de los interesados,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace a la incidencia interna (Blocks),Enlace de incidencia saliente (Blocks),Adjunto,Adjunto,Campo personalizado (Clasificación),Campo personalizado (Color de la incidencia),Campo personalizado (Fecha de inicio),Campo personalizado (Metas),Sprint,Sprint,Sprint,Campo personalizado (Story point estimate),Campo personalizado (Team),Campo personalizado (Vulnerabilidad),Campo personalizado (development),Comentario,Comentario,Comentario,Comentario,Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
Parametrizar planillas de mensajes masivos Meta & Notificaciones push,SD-182,10824,Historia,Tareas por hacer,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,30/jun/26 12:42 PM,01/jul/26 8:25 AM,30/jun/26 12:47 PM,,,0,,,,,,,,,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000nm:,,,,Sprint 4 · Asesores (pg2),,,,,,,,,,,Por hacer,30/jun/26 12:42 PM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
"Mensajes planos no se envian ""Archivo rechazado porque falló la validación"" Procter and Gamble",SD-183,10857,Historia,Tareas por hacer,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,cristian_gaitan,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,30/jun/26 1:07 PM,01/jul/26 8:25 AM,30/jun/26 1:08 PM,,,0,,,,,,,,,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000nm:i,,,,Sprint 4 · Asesores (pg2),,,,,,,,,,,Por hacer,30/jun/26 1:07 PM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
Creación de modulo de Polla pronosticos de partidos y recompensa de Serviplata,SD-184,10890,Historia,Tareas por hacer,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,30/jun/26 1:45 PM,01/jul/26 8:25 AM,30/jun/26 1:45 PM,,,0,,,,,,,,,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000nm:r,,,,Sprint 4 · Asesores (pg2),,,,,,,,,,,Por hacer,30/jun/26 1:45 PM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-104] Estudio de Bot automatizado de facturación Tenderos / consumo general y refrigerados,SD-132,10259,Historia,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,26/may/26 1:45 PM,01/jul/26 8:25 AM,27/may/26 8:57 AM,30/jun/26 9:28 AM,,0,bot-facturacion,control-despacho,roadmap-2026,sprint-03,track-despacho-flow,,"h2. Como *lead de tecnología* quiero un bot dedicado para facturar pedidos de consumo general (que no tiene hoy un proceso robusto), análogo al bot de refrigerados, para eliminar la dependencia del proceso legacy actual.

h3. Contexto

El bot de facturación que mejoramos esta sesión solo cubre refrigerados. Para Tenderos/consumo general el proceso vive en legacy y procesa con prioridad inconsistente. Tener un bot Pegasus con la misma arquitectura (retry transitorios, alertas, métricas) resolvería el problema estructural.

h3. Tareas

* ☐ Análisis: ¿migración del proceso legacy o reescritura nativa?
* ☐ Si reescritura: model + worker + endpoint de ""facturar pedido""

      similar al de refrigerados.

* ☐ Lógica FIFO por fecha_entrega + prioridad configurable.
* ☐ Reutilizar {{_is_transient_browser_error}} y envoltura de

      reintentos.

* ☐ Métricas + alertas vía Sentry + Slack.
* ☐ Plan de cutover: doble corrida con el legacy por 1 semana.

h3. Criterios de aceptación

* ☐ Bot procesa 1000 pedidos en ambiente staging sin error.
* ☐ Métricas en panel admin (similar SRV-001).

h3. Notas técnicas

* Coordinar con SRV-099 — depende de entender el flujo primero.
* Esto es el paso definitivo. Mientras tanto, los SRV-100 / 103

  dan visibilidad sin tocar el legacy.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,SD-127,,,0|i000nm:zzi,,,,Sprint 4 · Asesores (pg2),,,5.0,,,,,,,,Listo,30/jun/26 9:28 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-054] Clonar 6 repos huérfanos a core_develop/,SD-82,10177,Historia,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,26/may/26 10:44 AM,01/jul/26 8:25 AM,,30/jun/26 9:26 AM,,0,gobernanza,legacy,roadmap-2026,sprint-01,track-platform,,"h2. Como *lead de tecnología* quiero los 6 repos huérfanos (sales, logistic, transversal, user, liveops, servimaxia) clonados localmente bajo {{core_develop/}}, para que cualquier dev pueda leer su código, hacer fixes y entender qué hacen.

h3. Contexto

Hito 1 del Foco Gobernanza (Slide 31). Hoy estos servicios corren en producción en la VM legacy pero el código no está en ningún laptop del equipo. Riesgo de gobernanza claro.

h3. Tareas

* ☐ Identificar dónde vive cada repo (GitHub privado por defecto).
* ☐ Acceso del lead a los 6 repos.
* ☐ {{git clone}} cada uno a {{core_develop/{nombre}}}.
* ☐ README mínimo en cada uno: stack, port, dueño,

      dependencias conocidas.

* ☐ Verificar que el código fuente corresponda a la imagen que

      corre en prod (al menos un endpoint de cada uno).

h3. Criterios de aceptación

* ☐ Los 6 repos están bajo {{core_develop/}}.
* ☐ Cada uno tiene README con stack + port + dueño.
* ☐ Verificado que {{sales}} (al menos) compila y construye.

h3. Notas técnicas

* Acción inmediata #3 del deck (Slide 35).
* Riesgo bloqueador: si los repos privados pertenecen a un ex-dev sin

  permisos delegados, hay que pedirle acceso primero.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,SD-84,SD-85,SD-91,,,,0|i000nm:zzv,,,,Sprint 4 · Asesores (pg2),,,3.0,,,,,,,,Listo,30/jun/26 9:26 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-099] Investigación profunda flujo Pedido → Factura → Planilla → Entrega (consumo general),SD-127,10254,Historia,Tareas por hacer,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,26/may/26 1:44 PM,01/jul/26 8:25 AM,,,,0,control-despacho,investigacion,roadmap-2026,sprint-01,tech-debt,track-despacho-flow,"h2. Como *lead de tecnología* quiero un documento exhaustivo del flujo Pedido → Factura → Planilla → Entrega para consumo general (Tenderos), para que cualquier dev pueda intervenir el flujo sin romperlo y para tener línea base antes de proponer cambios.

h3. Contexto

La investigación inicial del 2026-05-26 dejó preguntas abiertas:

* ¿Qué servicio del legacy (sales / etlnode / delivers / etlback)

  ejecuta efectivamente la facturación?

* ¿Cuál es el criterio de priorización?
* ¿Hay cron interno o se dispara por evento?
* ¿Cómo se conecta con Abako (SQL Server)?

h3. Tareas

* ☐ Diagrama de secuencia: pedido en app → CONFIRMADO → … →

      facturaGenerada llena → DESPACHADO.

* ☐ Identificar dueño de la lógica de facturación (qué servicio,

      qué endpoint, qué cron).

* ☐ Documentar el criterio de prioridad (PRESENCIAL vs

      FRECUENCIA, por fecha entrega, por sede).

* ☐ Listar todas las tablas tocadas: {{TRANSACCION}}, {{PEDIDO}},

      {{FACTURAS_ENTREGADAS}}, {{ESTADOS}}, {{ESTADO_PLANILLA}},       {{REGISTRO_TRANSACCIONES_DIGITALES}}.

* ☐ Cross-verificar con código en {{core_develop/sales}},

      {{etlnode}}, {{delivers}}.

* ☐ Doc final en Engram bajo {{arquitectura/flujo-facturacion-consumo-general.md}}.

h3. Criterios de aceptación

* ☐ Diagrama publicado.
* ☐ Cualquier dev puede leerlo y explicar qué pasa cuando un

      pedido nuevo entra.

h3. Notas técnicas

* Tablas verificadas el 2026-05-26: BOG = 976k transacciones,

  BOY = 386k transacciones, históricos.

* En MERCADERIA.TRANSACCION: 4849 pedidos CONFIRMADO en últimos 7d,

  de los cuales >500 sin factura para entregas próximas 48h.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,SD-128,SD-129,SD-132,,,,0|i000nm:zzzz,,,,Sprint 4 · Asesores (pg2),,,5.0,,,,,,,,Por hacer,26/may/26 1:44 PM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-083] Alertas de presupuesto GCP con thresholds escalados,SD-111,10206,Historia,Tareas por hacer,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,26/may/26 11:05 AM,01/jul/26 8:25 AM,16/jun/26 6:59 AM,,,0,costos,devops,roadmap-2026,sprint-08,track-devops-sre,,"h2. Como *lead de tecnología* quiero alertas que escalen progresivamente (50% / 80% / 100% / 120% del presupuesto mensual), para reaccionar antes de que el costo se dispare en una semana.

h3. Contexto

Sin presupuesto definido y alertas, una query mal hecha en BQ o un loop infinito que crea VMs puede generar facturas miles de USD por descuido.

h3. Tareas

* ☐ Definir presupuesto mensual por proyecto (dirección).
* ☐ GCP Budgets con alertas 50/80/100/120% → Slack + email.
* ☐ Política: si llega al 100% se pausan recursos no-core

      (procesos batch, BQ pesado).

* ☐ Runbook documentado.

h3. Criterios de aceptación

* ☐ 4 alertas configuradas por proyecto.
* ☐ Recipient list verificada.

h3. Notas técnicas

* Pregunta de dirección: cuánto es el presupuesto mensual aceptable.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,SD-110,,,0|i000nm:zzzzzv,,,,Sprint 4 · Asesores (pg2),,,3.0,,,,,,,,Por hacer,26/may/26 11:05 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-139] Nuevo look and feel del portal de despacho en react jsx,SD-139,10394,Historia,Tareas por hacer,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Miguel Aguirre,712020:21313d0b-8fc1-47f7-a84d-cb21970b5a46,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,01/jun/26 1:14 PM,01/jul/26 8:25 AM,30/jun/26 9:24 AM,,,0,,,,,,,"Se desea que en el front de refrigerados, podamos expandir una nueva view de segmento de consumo general, para poder tener gestión de lo despachado, alistado y como un tablero de control al respecto.

Nuevas features respecto al portal de angular actual
1. Capturar tiempos de operación de alistamiento
2. Crear modulo de tablero de control con metricas de gestión, segmentado por rol y grupo
3. Nuevo estilo de de cards y proceso de check, mas intuitivo.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,11/jun/26 10:09 AM;ug:5bb3e9ab-399f-4113-a556-c070c9c45366;diagrama de supervisor y ayudante de bodega.odt;https://servimax-team.atlassian.net/rest/api/3/attachment/content/10033,,0|i000nm:zzzzzx,,,,Sprint 4 · Asesores (pg2),,,8.0,,,,,,,,Por hacer,30/jun/26 9:24 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-147] Activar pedidos EXPRESS y segmentar por localidades PARAMETRIZABLE,SD-148,10499,Tarea,QA - Develop/QA,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,cristian_gaitan,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,11/jun/26 10:09 AM,01/jul/26 8:26 AM,23/jun/26 6:08 PM,,,0,,,,,,,"Como administrador logístico/comercial,
quiero parametrizar rutas comerciales, cobertura y disponibilidad de entregas 24H,
para garantizar que únicamente los tenderos pertenecientes a rutas operativas habilitadas puedan acceder al beneficio de entrega express.

----

h2. Contexto

La cobertura no debe definirse por localidades o zonas generales, sino a partir de ruteros comerciales reales establecidos por los asesores de venta.

Cada ruta representa:

* cobertura validada,
* clientes atendidos,
* capacidad logística disponible,
* frecuencia operativa real.

La disponibilidad de entregas 24H dependerá de:

* la ruta asociada al tendero,
* capacidad operativa,
* reglas de disponibilidad configuradas.

----

h2. Alcance

El sistema deberá permitir:

* parametrizar rutas comerciales,
* asociar clientes a rutas,
* habilitar/deshabilitar entregas 24H por ruta,
* configurar capacidad y reglas operativas,
* bloquear disponibilidad por saturación.

El frontend administrativo deberá incluir:

* visualización de rutas,
* configuración de reglas,
* capacidad operativa por ruta,
* panel de recomendaciones basado en comportamiento histórico y demanda.

----

h2. Criterios de Aceptación

* La cobertura se define únicamente mediante ruteros comerciales.
* El tendero solo visualiza entrega 24H si pertenece a una ruta habilitada.
* La disponibilidad depende de capacidad operativa real.
* El administrador puede parametrizar reglas desde el frontend.
* El sistema puede generar recomendaciones inteligentes de operación.

----

h2. Anotaciones Futuras

Como mejora futura:

* permitir selección de horarios/ventanas de entrega desde la app del tendero,
* mostrar slots dinámicos según capacidad y ruta.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000nm:zzzzzzzzx,,,,Sprint 3,,,5.0,,,,,,,,En curso,11/jun/26 10:10 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-152] Prueba de concepto de pedidos en vivo de consumo general - Monitoreo de rutas por parte de lideres comerciales.,SD-153,10600,Historia,QA - Develop/QA,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,22/jun/26 8:52 AM,01/jul/26 8:26 AM,30/jun/26 1:46 PM,,,0,,,,,,,,,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000nm:zzzzzzzzy,,,,Sprint 3,,,3.0,,,,,,,,En curso,30/jun/26 9:54 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-146]  Migración BOT de ABONOS para temporada JUL-DIC - REFRIGERADOS,SD-147,10466,Historia,Finalizada,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,Listo,Miguel Aguirre,712020:21313d0b-8fc1-47f7-a84d-cb21970b5a46,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,11/jun/26 9:04 AM,01/jul/26 11:34 AM,02/jul/26 10:44 AM,01/jul/26 11:34 AM,,0,,,,,,,"Como líder de operaciones, deseo realizar el proceso de abonos semi automático, básicamente, generar abonos, y planillas de abono en la nueva plataforma de refrigerados “servimax-frontend” y con ubicación a los otros bots actuales.    

1. Clonar repositorio de frontend y backend de la arquitectura nueva. 
2. Clonar proyecto legacy donde esta la lógica de abonos. (rpa bot servimax) 
3. Crear plan de acción de migración para la nueva plataforma.
4. Realizar migración de lógica teniendo en cuenta framework y estructuras actuales, cómo las clases de las tablas y posibles migraciones en Django Rest Framework.

Nota: Abonos es un proceso que se hace normalmente para el segmento refrigerados  en temporadas de JUL hasta DIC. Y la operación se expande a crear abonos (el cliente dentro de un portafolio de productos como cenas familiares, abona para ese producto, y se le entrega y factura hasta DIC), y planilla los recaudos para que el conductor pase y reclame eso.  ",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,13/jun/26 11:05 AM;ug:5bb3e9ab-399f-4113-a556-c070c9c45366;Plan De Acción Para Migración De Bot De Abonos.odt;https://servimax-team.atlassian.net/rest/api/3/attachment/content/10134,,0|i000nn:,,,,Sprint 3,,,5.0,,,,"30/jun/26 9:34 AM;637f8d9e77acd224b33e8acc;Hay avance alto para {{2026-06-30}} dejar PR y Code Review de cambios.

Resumen:
Ya se encuentran las funciones core de abonos migradas al nuevo proyecto, se hizo testing con ecom para simular abonos existentes y tambien set de datos de planilla de abonos. Falta depuración de funciones de impresión (descarga de abonos y planillas de abonos)",,,,Listo,01/jul/26 11:34 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-153] Implementación donde lider con un dashboard vea en tiempo real la ubicacion de Asesor y los pedidos que ha hecho,SD-154,10633,Historia,En curso,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,cristian_gaitan,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,cristian_gaitan,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,cristian_gaitan,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,24/jun/26 9:36 AM,02/jul/26 7:12 AM,30/jun/26 9:35 AM,,01/jul/26 12:00 AM,0,devops,investigacion,roadmap-2026,,,,,,cristian_gaitan,,712020:f058778d-a445-48b5-8da6-2d090ec2cdb9,,,,,,,,,,,,,,,,0|i000np:,,,,Sprint 3,,,5.0,,,,,,,,En curso,02/jul/26 7:12 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-136]  HU-CHATBOT-001: Chatbot Agéntico RAG para Segmento Refrigerados,SD-155,10666,Historia,En curso,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,WILSON PABON,712020:a3e7bd23-6099-4003-811a-f0aaf2beea5d,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,25/jun/26 9:49 AM,01/jul/26 8:21 AM,30/jun/26 12:44 PM,,,0,,,,,,,"Como operador del segmento refrigerados de Servimax, quiero un chatbot inteligente por WhatsApp que atienda a mis clientes (tenderos) y a mi equipo administrativo con información precisa basada en documentos de conocimiento configurables, para que los clientes resuelvan dudas de forma autónoma (estado de pedido, PQR, info de entregas) y el equipo admin tenga un asistente con acceso a herramientas internas.



Criterios de Aceptación



CA-01 — Selección de segmento: Al primer contacto, el bot pregunta el segmento del comercio (Consumo General  Refrigerados). Si elige Consumo General, se redirige al bot legacy. Si elige Refrigerados, el nuevo agente toma control.



CA-02 — Agente Cliente funcional: El agente de cliente responde preguntas usando la base de conocimiento vectorizada. Las respuestas son rápidas (<5s) y relevantes al contexto refrigerados.



CA-03 — Agente Admin funcional: Los números registrados como admin reciben un agente con herramientas y conocimiento diferente al de clientes. El agente reconoce automáticamente al admin por su número de teléfono.



CA-04 — Panel de configuración: Desde el frontend React, un admin puede: Editar el prompt y personalidad de cada agente (cliente y admin); Subir fuentes de conocimiento (PDF/DOCX/TXT) con scope y audiencia; Ver el estado de vectorización de cada fuente; Crear/editar/eliminar tools (servicios) con su schema de parámetros; Registrar teléfonos como admin (individual y bulk CSV); Ver historial de conversaciones; Chatear directamente con el agente admin desde el panel.



CA-05 — RAG agéntico: El bot puede: (a) responder desde conocimiento vectorizado, (b) ejecutar tools (consultar pedido, crear PQR), (c) escalar a humano, (d) pedir clarificación. Máximo 3 ejecuciones de tool por mensaje.



CA-06 — Persistencia de estado: Las conversaciones se persisten en Firestore (colección CHATBOT_STATES), siguiendo el patrón del bot legacy (dataInitial). Historial completo en Postgres (ConversationLog).



CA-07 — Seguridad: Los chunks de conocimiento para “admin” no son accesibles al agente cliente. Las tools de admin no están disponibles para el agente cliente. Los teléfonos admin se verifican contra la tabla PhoneRegistration.



Notas para el pasante



# El código base ya está escrito (subtareas #1–#6). Tu trabajo empieza en la subtarea #7.
# 
## Subtarea #7 — Flujo init: revisar agent_orchestrator.py → _handle_segment_init(). Asegurar que funciona end-to-end con el bot legacy.
## 
### Subtarea #8 — Conectar stubs: los archivos en apps/chatbot/tools/ tienen # TODO marcando dónde conectar datos reales. Opciones documentadas en cada stub.
### 
#### Subtarea #9 — Tests: usar config.settings_test_sqlite. Mockear Gemini con unittest.mock.patch. Ver patrón en tests existentes de apps/supply.
#### 
##### Para Firestore: usar el singleton de apps/integrations/firestore_client.py. La colección es WHATSAPP_SRV/DATACLIENTES/CHATBOT_STATES/{phone}.
##### 
###### Tests: python manage.py test apps.chatbot --settings=config.settings_test_sqlite
###### 
####### NO correr migraciones contra producción sin autorización.
####### 
######## NO hardcodear API keys — todo via settings.py + .env.
######## 
######### La rama debe seguir la convención: SD-OP-DEV-XX (pedir número al líder).",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,25/jun/26 9:50 AM;2450776d-4786-4c8e-b80c-0d51bbfbc77d;PLAN_TECNICO_CHATBOT_RAG.md;https://servimax-team.atlassian.net/rest/api/3/attachment/content/10167,,0|i000nq:,,,,Sprint 3,,,8.0,,,,,,,,En curso,30/jun/26 8:32 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
"[SRV-177] Feature modulo de pedidos Express, activación de estrategía dinamica por zonas/localidades/barrios/clientes",SD-177,10755,Historia,CODE REVIEW,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,30/jun/26 9:43 AM,01/jul/26 8:21 AM,30/jun/26 9:59 AM,,,0,,,,,,,,,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000nq:i,,,,Sprint 3,,,8.0,,,,,,,,En curso,30/jun/26 9:44 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
"[SRV-140] Crear un modelo relacional basado en el legacy, que nos ayude a gestionar picking de despachos para consumo en otra plataforma.",SD-140,10395,Historia,CODE REVIEW,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,01/jun/26 1:17 PM,01/jul/26 8:22 AM,30/jun/26 9:22 AM,,,0,,,,,,,"Basicamente se debe crear una estructura de modelo de Django Rest Framework, donde especifique cuales con las clases y propiedades del nuevo modelo, basandonos en la necesidad de tener información de Picking general, reutlizar legacy y estructura de refrigerados.

Información de productos
Información general de conductores
Información de tiempos de gestion
Información de control de roles sobre los auxiliares o lideres de alistamiento
 ",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000nq:r,,,,Sprint 3,,,3.0,,,,30/jun/26 9:18 AM;637f8d9e77acd224b33e8acc;Con base a los cambios de [~accountid:712020:21313d0b-8fc1-47f7-a84d-cb21970b5a46] se procede a refactorizar por motivos de arquitectura de datos no legible ni clara para desarrollo base de backend. [~accountid:637f8d9e77acd224b33e8acc] toma desarrollo para un upgrade,,,,En curso,30/jun/26 8:48 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-150] Feature modulo de abastecimiento - Calculo de Stock de seguridad y tiempos de entregas.,SD-151,10534,Historia,CODE REVIEW,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,16/jun/26 7:32 AM,01/jul/26 8:28 AM,30/jun/26 8:59 AM,,,0,,,,,,,,,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,,,,,,,0|i000nq:v,,,,Sprint 3,,,3.0,,,,,,,,En curso,30/jun/26 9:09 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
[SRV-082] Dashboard de costos GCP — desglose por servicio + proyecto + mes,SD-110,10205,Historia,Tareas por hacer,SD,Servimax-Desarrollo,software,John Arévalo,712020:fa2cab61-84d5-4706-9655-e8307b63b5bb,,Medium,,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,Jeferson David Camero Garcia,637f8d9e77acd224b33e8acc,26/may/26 11:05 AM,01/jul/26 8:25 AM,12/jun/26 10:30 AM,,,0,costos,devops,observabilidad,roadmap-2026,sprint-08,track-devops-sre,"h2. Como *director financiero* quiero un dashboard que me muestre el costo mensual de GCP desglosado por servicio (Compute, Cloud SQL, BigQuery, GCS, Egress) y por proyecto (Pegasus, isa-servimax), para detectar gastos sorpresa y oportunidades de ahorro.

h3. Contexto

Hoy nadie mira los costos hasta que llega la factura. Con la exposición B2C esto puede crecer rápido — necesitamos visibilidad temprana.

h3. Tareas

* ☐ Habilitar exportación de Billing a BigQuery (gratis).
* ☐ Tablas en BQ: {{billing_export.*}}.
* ☐ Dashboard Grafana o Looker Studio con:
* Costo total último mes
* Top 10 servicios por costo
* Tendencia mes a mes 12 meses
* Costo por proyecto desglosado
* Egress (suele ser el invisible)
* ☐ Métricas derivadas: costo por factura procesada, costo por

      cliente activo.

h3. Criterios de aceptación

* ☐ Director financiero recibe el link mensual.
* ☐ La cifra cuadra con la factura recibida ± 1%.

h3. Notas técnicas

* Billing export es retroactivo desde el día que se habilita —

  habilitar ASAP aunque el dashboard tarde.",,Jeferson David Camero Garcia,,637f8d9e77acd224b33e8acc,,,,,,,,,,SD-111,,,SD-108,,,0|i000nq:zzzzzzzzyzzzzzy,,,,Sprint 3,,,5.0,,,,,,,,Por hacer,26/may/26 11:05 AM,10123,SD-28,[ROADMAP-2026] Hoja de ruta tecnológica 2026
